,业绩比较基准,基准对应的基金数目
1459,沪深300指数收益率*80%+中债综合(全价)指数收益率*20%,1
52,一年期银行定期存款利率+2%,1
624,中证800指数收益率*80%+上证国债指数指数收益率*20%,1
46,一年期银行定期存款利率(税后)*50%+富时中国A200指数*20%+中证金融债指数*15%+中证企业债指数*10%+中证国债指数*5%,1
627,中证800指数收益率*80%+中债总指数收益率*20%,1
657,中证TMT产业主题指数收益率*80%+中证全债指数收益率*20%,1
43,一年期人民币定期存款基准利率(税后)+3%,1
1468,沪深300指数收益率*80%+中国债券综合全价指数收益率*20%,1
54,一年期银行定期存款收益率(税后)*2,1
37,一年期人民币定期存款利率(税后)*75%+沪深300指数收益率*25%,1
1471,沪深300指数收益率*80%+中证港股通综合指数收益率*10%+中证短债指数收益率*10%,1
1472,沪深300指数收益率*80%+中证综合债券指数*20%,1
653,中证TMT产业主题指数收益率*70%+一年期人民币定期存款利率(税后)*30%,1
630,中证800指数收益率*80%+中债综合全价指数收益率*20%,1
651,中证TMT产业主题指数收益率*60%+中证港股通综合指数收益率*20%+中证全债指数收益率*20%,1
650,中证TMT产业主题指数收益率*50%+中证综合债指数收益率*50%,1
1478,沪深300指数收益率*85%+中证全债指数收益率*15%,1
53,一年期银行定期存款利率的2倍(税前),1
1455,沪深300指数收益率*80%+中债总指数(全价)收益率*20%,1
1346,沪深300指数收益率*60%+恒生指数收益率*20%+中证全债指数收益率*20%,1
60,三年期定期存款利率(税后)+2%,1
70,上证180指数收益率*55%+上证国债指数收益率*45%,1
69,上证180指数和深证100指数的复合指数*80%+上证国债指数*20%,1
1438,沪深300指数收益率*75%+中债综合指数收益率*20%+同业存款利率*5%,1
68,三年期银行定期整存整取存款利率(税后)+1.75%,1
67,三年期银行定期存款加权平均收益率(税前),1
66,三年期银行定期存款利率*80%+中证800指数收益率*20%,1
663,中证中财沪深100ESG领先指数收益率*80%+中证综合债券指数收益率*20%,1
1443,沪深300指数收益率*75%+中国债券综合全价指数收益率*25%,1
622,中证800指数收益率*78%+中债综合指数收益率*22%,1
661,中证中游制造产业指数*80%+中证全债指数*20%,1
58,三年期人民币定期存款基准利率(税后)+1.50%,1
1447,沪深300指数收益率*80%+1年期定期存款利率(税后)*20%,1
1448,沪深300指数收益率*80%+一年期人民币定期存款利率(税后)*20%,1
1449,沪深300指数收益率*80%+上证国债指数*20%,1
57,三年期人民币定期存款基准利率(税后)*70%+中证800指数收益率*30%,1
1451,沪深300指数收益率*80%+中债国债总指数(全价)收益率*20%,1
56,一年期银行定期存款收益率(税后)+4%,1
1453,沪深300指数收益率*80%+中债总全价(总值)指数收益率*20%,1
1479,沪深300指数收益率*90%+同业存款利率*10%,1
30,MSCI中国A股指数收益率*50%+中证全债指数收益率*50%,1
649,中证TMT产业主题指数收益率*35%+中国战略新兴产业成份指数收益率*35%+中证全债指数收益率*30%,1
6,1年期人民币定期存款基准利率*70%+沪深300指数收益率*30%,1
16,MSCI中国A股(人民币)指数收益率*80%+同期商业银行活期存款利率(税后)*20%,1
15,MSCI中国A指数*65%+上证国债指数*35%,1
1507,申银万国制造业指数收益率*50%+中证全债指数收益率*50%,1
14,MSCI China A指数*80%+上证国债指数*20%,1
13,MSCI China A指数*65%+上证国债指数*35%,1
7,1年期人民币定期存款基准利率+3.00%,1
1511,申银万国制造业指数收益率*75%+上证国债指数收益率*25%,1
1512,申银万国制造业指数收益率*80%+中债综合指数收益率*20%,1
643,中证800指数收益率*95%+商业银行活期存款利率(税后)*5%,1
26,MSCI中国A股指数*75%+中债综合指数(全价)*20%+一年定期存款利率*5%,1
1515,申银万国消费品指数收益率*30%+中证港股通大消费主题指数收益率*30%+中证沪深港1100TMT指数收益率*20%+中债综合全价(总值)指数收益率*20%,1
1516,申银万国消费品指数收益率*50%+中证全债指数收益率*50%,1
1517,申银万国消费品指数收益率*50%+中证综合债券指数收益率*50%,1
1518,申银万国消费品指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,1
4,(天相小盘股指数*60%+天相中盘股指数*40%)*60%+上证国债指数*40%,1
1520,经人民币汇率调整的恒生综合指数收益率*60%+上证国债指数收益率*30%+中证800指数收益率*10%,1
3,(上证A股指数和深圳A股指数的总市值加权平均)*75%+(上证国债指数)*25%,1
2,(上证A股指数和深圳A股指数的总市值加权平均)*60%+(上证国债指数)*40%,1
638,中证800指数收益率*85%+一年期人民币定期存款利率(税后)*15%,1
1503,申银万国制造业指数*50%+中证全债指数*50%,1
1502,申万国防军工指数收益率*70%+一年期人民币定期存款利率(税后)*30%,1
646,中证TMT150指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,1
25,MSCI中国A股指数*75%+上证国债指数*25%,1
1484,沪深300指数收益率*95%+金融同业存款利率*5%,1
24,MSCI中国A股指数*75%+一年期银行定期存款利率(税后)*25%,1
1486,沪深300指数收益率50%+中证综合债指数收益率*50%,1
1487,沪深300指数涨跌幅*60%+中国债券总指数涨跌幅*40%,1
1488,沪深300指数涨跌幅*65%+上证国债指数涨跌幅*35%,1
1489,沪深300指数涨跌幅*80%+中国债券总指数涨跌幅*20%,1
1490,沪深300收益率*60%+上证国债收益率*40%,1
1491,沪深300相对成长指数收益率*55%+中证全债指数收益率*45%,1
1492,沪深300股票指数收益率*80%+中债总指数(全价)收益率*20%,1
23,MSCI中国A股指数*70%+中债国债总指数(全价)*25%+同业存款利率*5%,1
648,中证TMT产业主题指数收益率*30%+中证消费服务领先指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1
634,中证800指数收益率*80%+中证全债指数收益率*20%,1
1496,深证成份指数收益率*65%+中证综合债指数收益率*35%,1
1497,申万医药生物行业指数*80%+中证综合债券指数*20%,1
20,"MSCI中国A股在岸指数(MSCI China A Onshore Index)收益率*60%+MSCI南下香港指数(MSCI Hong Kong-Listed Southbound Index)收益率*20%+上证国债指数收益率*20%(如非人民币计价指数,须为汇率调整后指数收益)",1
1499,申万医药生物行业指数收益率*80%+中债总指数收益率*20%,1
1435,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*20%+恒生指数收益率(经人民币汇率折算)*5%,1
71,上证180指数收益率*65%+中债固定利率国债全价(总值)指数收益率*35%,1
72,上证180指数收益率*75%+中证国债指数收益率*20%+同业存款利率*5%,1
122,中债-综合指数(全价)收益率*70%+沪深300指数收益率*30%,1
675,中证人工智能主题指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数*10%,1
616,中证800指数收益率*75%+中证全债指数收益率*25%,1
125,中债-综合财富(总值)指数*50%+沪深300指数*40%+银行活期存款利率(税后)*10%,1
1372,沪深300指数收益率*65%+中债综合财富指数收益率*35%,1
1373,沪深300指数收益率*65%+中证全债指数*35%,1
1374,沪深300指数收益率*65%+中证全债指数收*35%,1
617,中证800指数收益率*75%+中证国债指数收益率*25%,1
123,中债-综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率(按估值汇率折算)*5%,1
121,中债-综合指数(全价)收益率*70%+沪深300指数收益率*25%+恒生指数收益率(按估值汇率折算)*5%,1
1389,沪深300指数收益率*70%+上证国债指数收益率*25%+恒生指数收益率(使用估值汇率折算)*5%,1
672,中证主要消费行业指数收益率*70%+中债总财富指数(总值)收益率*30%,1
1380,沪深300指数收益率*65%+中证综合债券指数收益率*35%,1
671,中证主要消费行业指数收益率*30%+中证可选消费行业指数收益率*30%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1
1382,沪深300指数收益率*65%+银行活期存款利率(税后)*20%+恒生指数收益率(使用估值汇率折算)*15%,1
1383,沪深300指数收益率*65+中证综合债券指数收益率*30%+恒生指数收益率*5%,1
117,中债-综合全价(总值)指数收益率*53.2%+中证800指数收益率*46.8%,1
1385,沪深300指数收益率*70%+一年期人民币定期存款利率(税后)*30%,1
1387,沪深300指数收益率*70%+一年期银行定期存款利率*30%,1
676,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,1
129,中债国债总指数(全价)*55%+沪深300指数*40%+同业存款息率*5%,1
1366,沪深300指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*15%,1
1365,沪深300指数收益率*65%+中债综合指数收益率*20%+中国战略新兴产业成份指数收益率*10%+恒生指数收益率*5%,1
1347,沪深300指数收益率*60%+恒生指数收益率*20%+中证综合债指数收益率*20%,1
1348,沪深300指数收益率*60%+恒生指数收益率*20%+银行活期存款利率(税后)*20%,1
137,中债总全价指数收益率*60%+沪深300指数收益率*35%+中证港股通综合指数收益率*5%,1
1350,沪深300指数收益率*60%+经汇率调整的恒生指数收益率*20%+上证国债指数收益率*20%,1
1351,沪深300指数收益率*60+中国债券总指数收益率*40%,1
1352,沪深300指数收益率*65%+上证国债指数收益率*30%+一年定期存款利率*5%,1
755,中证内地消费主题指数收益率*60%+中债总指数收益率*30%+恒生中国企业指数(使用估值汇率折算)收益率*10%,1
1354,沪深300指数收益率*65%+中债固定利率国债全价(总值)指数收益率*35%,1
1355,沪深300指数收益率*65%+中债总指数(总值)财富指数收益率*35%,1
613,中证800指数收益率*75%+中债综合财富指数收益率*25%,1
614,中证800指数收益率*75%+中国债券总指数*25%收益率,1
1359,沪深300指数收益率*65%+中债新综合财富指数收益率*35%,1
1360,沪深300指数收益率*65%+中债综合全价(总值)指数收益率*35%,1
1361,沪深300指数收益率*65%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*15%,1
1362,沪深300指数收益率*65%+中债综合全价指数收益率*30%+同业存款利率*5%,1
131,中债国债总指数收益率(全价)*60%+中证800指数收益率*40%,1
677,中证信息技术指数*60%+上证国债指数*40%,1
1388,沪深300指数收益率*70%+上证国债指数收益率*20%+恒生指数收益率*10%,1
669,中证主要消费行业指数*60%+上证国债指数收益率*40%,1
73,上证180指数收益率*80%+中证综合债指数收益率*20%,1
1422,沪深300指数收益率*70%+标普中国债券指数收益率*30%,1
85,上证国债指数收益率*40%+中证医药100指数收益率*30%+中证文体指数收益率*30%,1
1415,沪深300指数收益率*70%+中证综合债券指数收益率*30%,1
84,上证国债指数*60%+MSCI China A指数*40%,1
83,上证A股指数涨跌幅*75%+上证国债指数涨跌幅*25%,1
82,上证A股指数收益率*75%+上证国债指数收益率*25%,1
81,上证A股指数收益率*70%+上证国债指数收益率*25%+同业存款利率*5%,1
80,上证A股指数*80%+上证国债指数*20%,1
1421,沪深300指数收益率*70%+恒生指数收益率*20%+中国债券总指数收益率*10%,1
79,上证A股指数*75%+上证国债指数*20%+同期银行一年定期存款利率*5%,1
114,中信标普50指数收益率*80%+中证综合债指数收益率*20%,1
78,上证A股指数*70%+中证综合债指数*30%,1
1425,沪深300指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率(按估值汇率折算)*5%,1
76,上证A指收益率*75%+上证国债指数收益率*25%,1
1427,沪深300指数收益率*75%+中债固定利率国债全价(总值)指数收益率*25%,1
1428,沪深300指数收益率*75%+中债国债总财富指数收益率*25%,1
1429,沪深300指数收益率*75%+中债总全价指数收益率*25%,1
75,上证180指数涨跌幅*65%+深证100指数涨跌幅*30%+金融同业存款利率*5%,1
74,上证180指数收益率与深证100指数收益率的流通市值加权平均*80%+上证国债指数收益率*20%,1
86,上证国债指数收益率*50%+中证医药卫生指数收益率*35%+中证香港300医药卫生指数收益率*15%,1
1411,沪深300指数收益率*70%+中证全债指数收益率*25%+恒生综合指数收益率(经汇率调整后)*5%,1
88,上证国债指数收益率*50%+沪深300指数收益率*45%+中证港股通综合指数(人民币)收益率*5%,1
665,中证主要消费指数收益率*35%+中证可选消费指数收益率*35%+中债综合指数收益率*20%+恒生消费品制造及服务业指数收益率(经汇率调整)*10%,1
113,中信标普300指数收益率*80%+中证国债指数收益率*15%+金融同业存款利率*5%,1
112,中信标普300指数*50%+中证综合债指数*50%,1
111,中信医药指数收益率*60%+恒生医疗保健指数收益率*20%+中债综合全价指数收益率*20%,1
110,上证高端装备60指数收益率*50%+中证综合债指数收益率*50%,1
109,上证综指*85%+上证国债指数*15%,1
108,上证综合指数收益率*65%+上证国债指数收益率*35%,1
107,上证综合指数*90%+上证国债指数*10%,1
106,上证综合指数*80%+上证国债指数*20%,1
105,上证红利指数收益率*65%+上证国债指数收益率*35%,1
104,上证红利指数*90%+上证国债指数*10%,1
103,上证红利指数*75%+中证全债指数*20%+银行活期存款利率*5%,1
102,上证红利指数*70%+上证国债指数*25%+一年期银行定期存款利率*5%,1
101,上证国债指数收益率*90%+中证800指数收益率*10%,1
668,中证主要消费行业指数*40%+中证可选消费行业指数*40%+上证国债指数*20%,1
667,中证主要消费指数收益率*60%+中证综合债指数收益率*40%,1
1407,沪深300指数收益率*70%+中证全债指数收益率*20%+中证港股通综合指数收益率*10%,1
620,中证800指数收益率*75%+中证综合债指数收益率*20%+活期存款利率(税后)*5%,1
754,中证内地消费主题指数收益率*50%+恒生指数收益率*50%,1
321,中国债券总指数收益率*50%+中证800指数收益率*45%+银行活期存款利率(税后)*5%,1
315,中国人民银行公布的一年期定期存款利率(税后)+2%,1
942,中证综合债指数收益率*70%+中证500指数收益率*30%,1
933,中证综合债券指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率*5%,1
428,中证500指数收益率*75%+中债总指数收益率*25%,1
427,中证500指数收益率*75%+上证国债指数收益率*25%,1
507,中证800指数收益率*50%+中证综合债指数收益率*45%+活期存款利率(税后)*5%,1
937,中证综合债指数收益率*40%+沪深300指数收益率*30%+恒生综合指数收益率*30%,1
938,中证综合债指数收益率*50%+中证800指数收益率*50%,1
794,中证医药卫生指数收益率*55%+中债综合指数收益率*45%,1
941,中证综合债指数收益率*65%+沪深300指数收益率*35%,1
943,中证综合债指数收益率*70%+中证800指数收益率*20%+活期存款利率(税后)*10%,1
930,中证综合债券指数收益率*70%+中证800指数收益率*30%,1
793,中证医药卫生指数收益率*55%+上证国债指数收益率*30%+恒生医疗保健指数收益率*15%,1
509,中证800指数收益率*50%+恒生指数收益率(使用估值汇率折算)*30%+中国债券总指数收益率*20%,1
421,中证500指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率(使用汇率估值折算)*10%,1
947,中证综合债指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,1
511,中证800指数收益率*50%+恒生指数收益率*30%+中国债券总指数收益率*20%,1
949,中证综合债指数收益率*80%+中证800指数收益率*20%,1
790,中证医药卫生指数收益率*50%+中债综合指数收益率*30%+恒生医疗保健指数收益率(使用估值汇率折算)*20%,1
418,中证500指数收益率*70%+上证国债指数收益率*30%,1
431,中证500指数收益率*75%+中证全债指数收益率*25%,1
929,中证综合债券指数收益率*65%+沪深300指数收益率*35%,1
780,中证医疗指数收益率*65%+中债综合全价(总值)指数收益率*35%,1
439,中证500指数收益率*80%+商业银行活期存款利率(税后)*20%,1
910,中证红利指数收益率*60%+上证国债指数收益率*40%,1
502,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中证全债指数收益率*25%,1
912,中证红利指数收益率*60%+中证国债指数收益率*40%,1
913,中证红利指数收益率*60%+中证港股通高股息投资指数收益率*20%+中债综合全价指数收益率*20%,1
802,中证医药卫生指数收益率*60%+中证全债指数收益率*40%,1
915,中证红利指数收益率*60%+恒生指数收益率*20%+中国债券总指数收益率*20%,1
441,中证500指数收益率*90%+一年期银行定期存款收益率(税后)*10%,1
503,中证800指数收益率*50%+中证综合债券指数收益率*30%+恒生指数收益率*20,1
504,中证800指数收益率*50%+中证综合债券指数收益率*30%+恒生指数收益率*20%(经汇率调整后),1
798,中证医药卫生指数收益率*60%+上证国债指数收益率*40%,1
920,中证红利指数收益率*80%+中债总全价指数收益率*20%,1
921,中证红利指数收益率*80%+中债总指数收益率*20%,1
922,中证红利指数收益率*80%+中国债券总指数收益率*20%,1
436,中证500指数收益率*80%+中国债券综合全价指数收益率*20%,1
924,中证红利指数收益率*80%+中证综合债指数收益率*20%,1
925,中证红利指数收益率*85%+中债综合财富(总值)指数收益率*15%,1
926,中证红利指数收益率*95%+上证国债指数收益率*5%,1
799,中证医药卫生指数收益率*60%+中债综合指数收益率*40,1
416,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,1
789,中证医药卫生指数收益率*50%+上证国债指数收益率*50%,1
414,中证500指数收益率*65%+中债综合指数收益率*20%+恒生指数收益率(使用估值汇率折算)*15%,1
783,中证医药卫生指数*70%+中债综合指数*30%,1
979,创业板创新指数收益率*70%+中债综合财富指数收益率*25%+恒生指数收益率*5%,1
980,创业板指数收益率*35%+沪深300指数收益率*35%+中证综合债指数收益率*30%,1
398,中证500指数收益率*55%+中国战略新兴产业成份指数收益率*20%+中债综合全价指数收益率*20%+恒生指数收益率(使用估值汇率折算)*5%,1
982,创业板指数收益率*55%+中债综合全价指数收益率*40%+恒生指数收益率(使用估值汇率折算)*5%,1
983,创业板指数收益率*60%+中债总指数收益率*30%+中证港股通综合指数收益率*10%,1
397,中证500指数收益率*50%+恒生指数收益率*30%+中证综合债指数收益率*20%,1
985,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,1
986,创业板指数收益率*80%+中债综合财富(总值)指数收益率*20%,1
988,创业板指数收益率*90%+银行活期存款利率(税后)*10%,1
512,中证800指数收益率*53%+中债-综合全价(总值)指数收益率*47%,1
989,创业板指数收益率*95%+中债综合指数收益率*5%,1
395,中证500指数收益率*50%+中证全债指数收益率*50%,1
991,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1
992,创业板综合指数收益率*70%+中债综合财富指数收益率*20%+恒生指数收益率(人民币计价)*10%,1
993,创业板综合指数收益率*75%+中债综合全价指数收益率*20%+恒生指数收益率(经汇率调整)*5%,1
782,中证医药100指数收益率*60%+上证国债指数收益率*40%,1
516,中证800指数收益率*55%+中债新综合(财富)指数收益率*45%,1
996,同期三年期银行定期存款利率(税前),1
978,创业板创新指数收益率*50%+中债综合财富指数收益率*40%+恒生指数收益率(使用估值汇率调整)*10%,1
400,中证500指数收益率*55%+恒生指数收益率(使用汇率估值折算)*25%+中债综合全价指数收益率*20%,1
976,人民币计价的恒生指数收益率*70%+中证全债指数收益率*30%,1
975,人民币计价的恒生指数收益率*65%+中证全债指数收益率*20%+沪深300指数收益率*15%,1
956,中证股票型基金指数收益率*50%+中债综合指数收益率*50%,1
412,中证500指数收益率*65%+中债综合全价(总值)指数收益率*35%,1
787,中证医药卫生指数收益率*40%+中证环保产业指数收益率*40%+中证综合债指数收益率*20%,1
960,中证装备产业指数收益率*70%+上证国债指数收益率*30%,1
961,中证资源优选指数收益率*45%+中证先进制造100策略指数收益率*45%+中证港股通综合指数*5%+银行活期存款利率(税后)*5%,1
408,中证500指数收益率*60%+中证港股通综合指数收益率*20%+中债综合(全价)指数收益率*20%,1
407,中证500指数收益率*60%+中证港股通综合指数收益率*20%+中债总指数收益率*20%,1
964,中证长三角一体化发展主题指数收益率*70%+中债总指数收益率*30%,1
965,中证长三角龙头企业指数收益率*60%+中证全债指数收益率*40%,1
966,中证高端制造主题指数收益率*70%+上证国债指数收益率*30%,1
514,中证800指数收益率*55%+上证国债指数收益率*45%,1
404,中证500指数收益率*60%+中国债券综合财富指数收益率*40%,1
970,中证高端装备制造指数收益率*85%+中债总指数收益率*15%,1
971,中证龙头企业指数收益率*60%+中债总全价指数收益率*30%+中证港股通综合指数收益率*10%,1
403,中证500指数收益率*60%+中国债券总指数收益率*40%,1
973,人民币一年期定期存款利率(税后)+5%,1
401,中证500指数收益率*60%+中债总全价指数收益率*40%,1
909,中证红利指数收益率*55%+上证国债指数收益率*45%,1
908,中证红利指数收益率*50%+中债综合全价指数收益率*50%,1
446,中证500指数收益率*I+中证全债指数收益率*(100%-I)其中I值见下表:参考指数的市盈率(PE)  股票类资产比例(S)  PE≤18 75%≤S<95%  75%  18<PE≤25 55%≤S<75%  55%  25<PE≤35 40%≤S<55% 40% 35<PE≤45 25%≤S<40% 25%  PE>45 0%≤S<25% 0%,1
850,中证新兴产业指数收益率*55%+中债综合财富指数收益率*45%,1
841,中证新兴产业指数*55%+中债总指数*45%,1
842,中证新兴产业指数*55%+中证全债指数*45%,1
843,中证新兴产业指数*70%+中证综合债券指数*30%,1
813,中证医药卫生指数收益率*90%+中债综合财富指数收益率*10%,1
478,中证800指数收益率*40%+中债综合全价指数收益率*40%+恒生中国企业指数收益率(经汇率调整后)*20%,1
847,中证新兴产业指数收益率*50%+中债总财富指数收益率*50%,1
848,中证新兴产业指数收益率*50%+中债综合(全价)指数收益率*50%,1
849,中证新兴产业指数收益率*50%+恒生指数收益率(使用估值汇率折算)*25%+中证全债指数收益率*20%+金融机构人民币活期存款基准利率(税后)*5%,1
851,中证新兴产业指数收益率*60%+中债总指数(全价)收益率*40%,1
862,中证新兴产业指数收益率*80%+中证综合债指数收益率*20%,1
477,中证800指数收益率*40%+中债总指数收益率*40%+中证港股通综合指数收益率*20%,1
476,中证800指数*95%+上证国债指数*5%,1
492,中证800指数收益率*50%+中债综合指数收益率*40%+经汇率调整的恒生指数收益率*10%,1
474,中证800指数*65%+中证全债指数*35%,1
856,中证新兴产业指数收益率*60%+恒生指数收益率*20%+银行活期存款利率(税后)*20%,1
857,中证新兴产业指数收益率*65%+中证综合债券指数收益率*35%,1
859,中证新兴产业指数收益率*70%+中证全债指数收益率*30%,1
860,中证新兴产业指数收益率*75%+中证综合债指数收益率*25%,1
814,中证可转换债券指数*80%+沪深300指数*15%+同业存款利率*5%,1
839,中证文体指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合指数收益率*20%,1
838,中证文体休闲指数收益率*70%+上证国债指数收益率*30%,1
482,中证800指数收益率*45%+中证全债指数收益率*40%+恒生指数收益率*15%,1
489,中证800指数收益率*50%+中债综合指数收益率*30%+恒生指数收益率(经汇率调整)*20%,1
820,中证国有企业改革指数*50%+中债综合指数*50%,1
821,中证国有企业改革指数*65%+中证全债指数*35%,1
816,中证可转换债券指数收益率*50%+沪深300指数收益率*35%+上证国债指数收益率*15%,1
823,中证国有企业改革指数收益率*60%+中债综合全价指数收益率*40%,1
824,中证国有企业改革指数收益率*80%+一年期人民币定期存款利率(税后)*20%,1
825,中证国有企业改革指数收益率*80%+中债综合指数收益率*20%,1
826,中证国防安全指数收益率*60%+中债综合全价指数收益率*40%,1
827,中证国防指数收益率*50%+上证国债指数收益率*50%,1
828,中证城镇消费指数收益率*80%+银行活期存款利率*20%,1
486,中证800指数收益率*50%+中债综合全价指数收益率*35%+恒生指数收益率(使用估值汇率折算)*15%,1
830,中证大农业指数*65%+中证全债指数*35%,1
831,中证大农业指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率*10%,1
832,中证工业4.0指数收益率*50%+中证全债指数收益率*50%,1
485,中证800指数收益率*50%+中债总指数收益率*40%+恒生综合指数收益率*10%,1
834,中证工银财富动态配置基金指数收益率*90%+金融机构人民币活期存款基准利率(税后)*10%,1
835,中证工银财富股票混合基金指数收益率*90%+银行人民币活期存款利率(税后)*10%,1
472,中证800指数(CSI800)*80%+银行同业存款利率*20%,1
471,中证800成长指数收益率*80%+银行同业存款利率*20%,1
906,中证红利指数*75%+中证综合债指数*25%,1
896,中证环保指数*60%+上证国债指数*40%,1
453,中证700指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,1
500,中证800指数收益率*50%+中证全债指数收益率*50%,1
890,中证港股通综合指数收益率*70%+中债总指数收益率*30%,1
891,中证港股通综合指数收益率*70%+中债新综合指数*30%,1
501,中证800指数收益率*50%+中证港股通综合指数(人民币)收益率*25%+中债综合全价(总值)指数收益率*25%,1
893,中证环保产业指数收益率*50%+中债综合财富指数收益率*50%,1
894,中证环保产业指数收益率*50%+中证综合债指数收益率*50%,1
895,中证环保产业指数收益率*65%+一年期人民币定期存款利率(税后)*35%,1
897,中证珠三角沿海区域发展主题指数*70%+同业存款利率(税后)*30%,1
809,中证医药卫生指数收益率*70%+中债综合全价指数收益率*20%+恒生医疗保健指数收益率(经汇率调整后)*10%,1
898,中证目标日期2045指数收益率,1
899,中证科技100指数收益率*40%+中证内地消费指数收益率*40%+中债总全价(总值)指数收益率*20%,1
900,中证科技100指数收益率*75%+上证国债指数收益率*25%,1
450,中证700指数*80%+中证全债指数*20%,1
448,中证700指数*75%+中证综合债券指数*25%,1
447,中证700指数*60%+中国债券总指数*40%,1
904,中证精准医疗主题指数收益率*50%+中债综合全价指数收益率*50%,1
905,中证红利指数*75%+中证全债指数*25%,1
496,中证800指数收益率*50%+中债综合财富指数收益率*40%+恒生指数收益率*10%,1
886,中证消费服务领先指数收益率*70%+中证综合债券指数收益率*30%,1
459,中证700指数收益率*80%+中债综合财富指数收益率*20%,1
884,中证消费服务领先指数收益率*65%+中债综合全价指数收益率*20%+中证港股通大消费主题指数收益率*15%,1
469,中证800成长指数收益率*75%+上证国债指数收益率*20%+恒生指数收益率*5%,1
866,中证新能源指数*65%+中证全债指数*35%,1
468,中证800成长指数收益率*70%+中债综合全价指数收益率*20%+恒生指数收益率*10%,1
869,中证新能源汽车指数收益率*50%+中证综合债指数收益率*50%,1
466,中证800成长指数收益率*65%+上证国债指数收益率*30%+恒生指数收益率*5%,1
872,中证新能源汽车指数收益率*80%+银行活期存款利率*20%,1
873,中证服务业指数收益率*50%+中证全债指数收益率*50%,1
874,中证服务业指数收益率*55%+中债综合财富(总值)指数收益率*45%,1
875,中证服务业指数收益率*70%+上证国债指数收益率*30%,1
464,中证800成长指数*80%+银行同业存款利率*20%,1
877,中证服务业指数收益率*80%+上证国债指数收益率*20%,1
463,中证800媒体指数收益率*50%+中证800服务指数收益率*30%+上证国债指数收益率*20%,1
879,中证沪港深互联互通综合指数收益率*80%+中证综合债指数收益率*20%,1
462,中证800价值指数收益率*80%+上证国债指数收益率*20%,1
881,中证消费指数收益率*60%+上证国债指数收益率*40%,1
882,中证消费服务领先指数收益率,1
460,中证700指数收益率*80%+中国债券总指数收益率*20%,1
392,中证500指数收益率*47.5%+创业板指数收益率*47.5%+银行活期存款利率(税后)*5%,1
390,中证500指数收益率*35%+人民币计价的恒生综合中小型股指数收益率*35%+中证全债指数收益率*30%,1
319,中国债券总指数*90%+沪深300指数*10%,1
524,中证800指数收益率*60%+一年期人民币定期存款利率(税后)*40%,1
1110,沪深300指数*65%+中证国债指数*35%,1
350,中国战略新兴产业成份指数收益率*60%+恒生指数收益率*20%+中债综合(总值)指数收益率*20%,1
1112,沪深300指数*70%+中国债券总指数*30%,1
1113,沪深300指数*70%+中证全债指数*30%,1
1114,沪深300指数*70%+中证国债指数*20%+1年期银行存款利率*10%,1
349,中国战略新兴产业成份指数收益率*60%+中证综合债指数收益率*30%+中证沪港深互联网指数收益率*10%,1
1116,沪深300指数*75%+中债总指数(全价)*20%+1年定期存款利率*5%,1
1117,沪深300指数*75%+中债综合指数*25%,1
1119,沪深300指数*75%+中证全债指数*20%+银行同业存款利率*5%,1
1108,沪深300指数*65%+中证全债指数*30%+同业存款利率*5%,1
346,中国战略新兴产业成份指数收益率*60%+中债综合财富指数收益率*40%,1
1121,沪深300指数*75%+中证国债指数*25%,1
768,中证内地消费主题指数收益率*80%+上证国债指数收益率*20%,1
1123,沪深300指数*80%+上证国债指数*15%+同业存款利率*5%,1
344,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*40%,1
1125,沪深300指数*80%+中债-综合财富(总值)指数*10%+银行活期存款利率(税后)*10%,1
1126,沪深300指数*80%+中债总指数(全价)收益率*20%,1
343,中国战略新兴产业成份指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,1
351,中国战略新兴产业成份指数收益率*65%+中债-综合全价(总值)指数收益率*35%,1
