,证券代码,证券简称,投资类型(一级分类),投资类型(二级分类),业绩比较基准,基准是_1,基准比例_1,基准是_2,基准比例_2,基准是_3,基准比例_3,基准是_4,基准比例_4,基准是_5,基准比例_5
756,001037.OF,国投瑞银锐意改革,混合型基金,灵活配置型基金,沪深300指数收益率*60%+中债综合指数收益率*40%,沪深300指数收益率,60%,中债综合指数收益率,40%,nan,,nan,,nan,
757,001039.OF,嘉实先进制造,股票型基金,普通股票型基金,中证装备产业指数收益率*80%+上证国债指数收益率*20%,中证装备产业指数收益率,80%,上证国债指数收益率,20%,nan,,nan,,nan,
758,001040.OF,新华策略精选,股票型基金,普通股票型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%,nan,,nan,,nan,
759,001041.OF,南方理财60天E,债券型基金,短期纯债型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
760,001042.OF,华夏领先,股票型基金,普通股票型基金,沪深300指数*90%+上证国债指数*10%,沪深300指数,90%,上证国债指数,10%,nan,,nan,,nan,
761,001043.OF,工银瑞信美丽城镇主题A,股票型基金,普通股票型基金,沪深300指数收益率*80%+中债综合指数收益率*20%,沪深300指数收益率,80%,中债综合指数收益率,20%,nan,,nan,,nan,
762,001044.OF,嘉实新消费,股票型基金,普通股票型基金,中证内地消费主题指数收益率*95%+中债总指数收益率*5%,中证内地消费主题指数收益率,95%,中债总指数收益率,5%,nan,,nan,,nan,
763,001045.OF,华夏可转债增强A,债券型基金,混合债券型二级基金,中证可转换债券指数,中证可转换债券指数,,nan,,nan,,nan,,nan,
764,001046.OF,华夏可转债增强I,债券型基金,混合债券型二级基金,中证可转换债券指数,中证可转换债券指数,,nan,,nan,,nan,,nan,
765,001047.OF,光大国企改革主题,股票型基金,普通股票型基金,中证国有企业改革指数*80%+中证全债指数*20%,中证国有企业改革指数,80%,中证全债指数,20%,nan,,nan,,nan,
766,001048.OF,富国新兴产业,股票型基金,普通股票型基金,中证800指数收益率*80%+中债综合指数收益率*20%,中证800指数收益率,80%,中债综合指数收益率,20%,nan,,nan,,nan,
767,001050.OF,汇添富成长多因子量化策略,股票型基金,普通股票型基金,中证500指数收益率*90%+活期存款利率(税后)*10%,中证500指数收益率,90%,活期存款利率(税后),10%,nan,,nan,,nan,
768,001051.OF,华夏上证50ETF联接A,股票型基金,被动指数型基金,上证50指数收益率*95%+人民币活期存款利率(税后)*5%,上证50指数收益率,95%,人民币活期存款利率(税后),5%,nan,,nan,,nan,
769,001052.OF,华夏中证500ETF联接A,股票型基金,被动指数型基金,中证500指数收益率*95%+人民币活期存款利率(税后)*5%,中证500指数收益率,95%,人民币活期存款利率(税后),5%,nan,,nan,,nan,
770,001053.OF,南方创新经济,混合型基金,灵活配置型基金,沪深300指数收益率*60%+上证国债指数收益率*40%,沪深300指数收益率,60%,上证国债指数收益率,40%,nan,,nan,,nan,
771,001054.OF,工银瑞信新金融,股票型基金,普通股票型基金,沪深300指数收益率*80%+中债综合指数收益率*20%,沪深300指数收益率,80%,中债综合指数收益率,20%,nan,,nan,,nan,
772,001056.OF,北信瑞丰健康生活主题,混合型基金,灵活配置型基金,中证800指数收益率*60%+中证综合债券指数收益率*40%,中证800指数收益率,60%,中证综合债券指数收益率,40%,nan,,nan,,nan,
773,001057.OF,华夏理财30天A,债券型基金,短期纯债型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
774,001058.OF,华夏理财30天B,债券型基金,短期纯债型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
775,001059.OF,中金绝对收益策略,另类投资基金,股票多空,一年期银行定期存款收益率,一年期银行定期存款收益率,,nan,,nan,,nan,,nan,
776,001060.OF,前海开源高端装备制造,混合型基金,灵活配置型基金,沪深300指数收益率*70%+中证全债指数收益率*30%,沪深300指数收益率,70%,中证全债指数收益率,30%,nan,,nan,,nan,
777,001061.OF,华夏海外收益A人民币,国际(QDII)基金,国际(QDII)债券型基金,同期人民币三年期定期存款利率(税后),同期人民币三年期定期存款利率(税后),,nan,,nan,,nan,,nan,
778,001063.OF,华夏海外收益C,国际(QDII)基金,国际(QDII)债券型基金,同期人民币三年期定期存款利率(税后),同期人民币三年期定期存款利率(税后),,nan,,nan,,nan,,nan,
779,001064.OF,广发中证环保产业联接A,股票型基金,被动指数型基金,中证环保产业指数收益率*95%+银行活期存款利率(税后)*5%,中证环保产业指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,
780,001065.OF,华夏海外收益A美元现汇,国际(QDII)基金,国际(QDII)债券型基金,同期人民币三年期定期存款利率(税后),同期人民币三年期定期存款利率(税后),,nan,,nan,,nan,,nan,
781,001066.OF,华夏海外收益A美元现钞,国际(QDII)基金,国际(QDII)债券型基金,同期人民币三年期定期存款利率(税后),同期人民币三年期定期存款利率(税后),,nan,,nan,,nan,,nan,
782,001067.OF,鹏华弘盛A,混合型基金,灵活配置型基金,一年期银行定期存款利率(税后)+3%,一年期银行定期存款利率(税后),,3%,,nan,,nan,,nan,
783,001068.OF,华融新锐,混合型基金,灵活配置型基金,沪深300指数收益率*50%+中证全债指数收益率*50%,沪深300指数收益率,50%,中证全债指数收益率,50%,nan,,nan,,nan,
784,001069.OF,华泰柏瑞消费成长,混合型基金,灵活配置型基金,申银万国消费品指数*80%+中证全债指数*20%,申银万国消费品指数,80%,中证全债指数,20%,nan,,nan,,nan,
785,001070.OF,建信信息产业,股票型基金,普通股票型基金,沪深300指数收益率*85%+中债总财富(总值)指数收益率*15%,沪深300指数收益率,85%,中债总财富(总值)指数收益率,15%,nan,,nan,,nan,
786,001071.OF,华安媒体互联网,混合型基金,灵活配置型基金,中证800指数收益率*50%+中国债券总指数收益率*50%,中证800指数收益率,50%,中国债券总指数收益率,50%,nan,,nan,,nan,
787,001072.OF,华安智能装备主题,股票型基金,普通股票型基金,中证800指数收益率*80%+中国债券总指数收益率*20%,中证800指数收益率,80%,中国债券总指数收益率,20%,nan,,nan,,nan,
788,001073.OF,华泰柏瑞量化收益,另类投资基金,股票多空,三个月银行定期存款收益率(税后),三个月银行定期存款收益率(税后),,nan,,nan,,nan,,nan,
789,001074.OF,华泰柏瑞量化驱动A,混合型基金,灵活配置型基金,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,沪深300指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,
790,001075.OF,宝盈转型动力,混合型基金,灵活配置型基金,中证800指数收益率*70%+中证综合债券指数收益率*30%,中证800指数收益率,70%,中证综合债券指数收益率,30%,nan,,nan,,nan,
791,001076.OF,易方达改革红利,混合型基金,偏股混合型基金,沪深300指数收益率*70%+一年期人民币定期存款利率(税后)*30%,沪深300指数收益率,70%,一年期人民币定期存款利率(税后),30%,nan,,nan,,nan,
792,001077.OF,华夏现金宝A,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
793,001078.OF,华夏现金宝B,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
794,001086.OF,华富恒利A,债券型基金,混合债券型二级基金,中证全债指数,中证全债指数,,nan,,nan,,nan,,nan,
795,001087.OF,华富恒利C,债券型基金,混合债券型二级基金,中证全债指数,中证全债指数,,nan,,nan,,nan,,nan,
796,001088.OF,华宝国策导向,混合型基金,偏股混合型基金,沪深300指数收益率*70%+上证国债指数收益率*30%,沪深300指数收益率,70%,上证国债指数收益率,30%,nan,,nan,,nan,
797,001092.OF,广发纳斯达克生物科技人民币,国际(QDII)基金,国际(QDII)股票型基金,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,人民币计价的纳斯达克生物科技指数收益率,95%,人民币活期存款收益率(税后),5%,nan,,nan,,nan,
798,001093.OF,广发纳斯达克生物科技美元,国际(QDII)基金,国际(QDII)股票型基金,人民币计价的纳斯达克生物科技指数收益率*95%+人民币活期存款收益率(税后)*5%,人民币计价的纳斯达克生物科技指数收益率,95%,人民币活期存款收益率(税后),5%,nan,,nan,,nan,
799,001094.OF,国投瑞银添利宝A,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
800,001095.OF,国投瑞银添利宝B,货币市场型基金,货币市场型基金,七天通知存款利率(税后),七天通知存款利率(税后),,nan,,nan,,nan,,nan,
801,001096.OF,国寿安保聚宝盆A,货币市场型基金,货币市场型基金,7天通知存款利率(税后),7天通知存款利率(税后),,nan,,nan,,nan,,nan,
802,001097.OF,华泰柏瑞积极优选,股票型基金,普通股票型基金,沪深300指数收益率*80%+中债国债总指数收益率*20%,沪深300指数收益率,80%,中债国债总指数收益率,20%,nan,,nan,,nan,
803,001101.OF,银华惠添益,货币市场型基金,货币市场型基金,活期存款利率(税后),活期存款利率(税后),,nan,,nan,,nan,,nan,
804,001102.OF,前海开源国家比较优势,混合型基金,灵活配置型基金,沪深300指数收益率*70%+中证全债指数收益率*30%,沪深300指数收益率,70%,中证全债指数收益率,30%,nan,,nan,,nan,
805,001103.OF,前海开源工业革命4.0,混合型基金,灵活配置型基金,沪深300指数收益率*70%+中证全债指数收益率*30%,沪深300指数收益率,70%,中证全债指数收益率,30%,nan,,nan,,nan,
806,001104.OF,华安新丝路主题,股票型基金,普通股票型基金,中证800指数收益率*80%+中国债券总指数收益率*20%,中证800指数收益率,80%,中国债券总指数收益率,20%,nan,,nan,,nan,
807,001105.OF,信达澳银转型创新,股票型基金,普通股票型基金,沪深300指数收益率*85%+上证国债指数收益率*15%,沪深300指数收益率,85%,上证国债指数收益率,15%,nan,,nan,,nan,
808,001106.OF,华商健康生活,混合型基金,灵活配置型基金,沪深300指数收益率*55%+上证国债指数收益率*45%,沪深300指数收益率,55%,上证国债指数收益率,45%,nan,,nan,,nan,
809,001110.OF,中欧瑾泉A,混合型基金,灵活配置型基金,金融机构人民币三年期定期存款基准利率(税后),金融机构人民币三年期定期存款基准利率(税后),,nan,,nan,,nan,,nan,
810,001111.OF,中欧瑾泉C,混合型基金,灵活配置型基金,金融机构人民币三年期定期存款基准利率(税后),金融机构人民币三年期定期存款基准利率(税后),,nan,,nan,,nan,,nan,
811,001112.OF,东方红中国优势,混合型基金,灵活配置型基金,中证800指数收益率*70%+中国债券总指数收益率*30%,中证800指数收益率,70%,中国债券总指数收益率,30%,nan,,nan,,nan,
812,001113.OF,南方大数据100A,股票型基金,被动指数型基金,大数据100指数收益率*95%+银行人民币活期存款利率(税后)*5%,大数据100指数收益率,95%,银行人民币活期存款利率(税后),5%,nan,,nan,,nan,
813,001115.OF,广发聚安A,混合型基金,偏债混合型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%,nan,,nan,,nan,
814,001116.OF,广发聚安C,混合型基金,偏债混合型基金,中证全债指数收益率*70%+沪深300指数收益率*30%,中证全债指数收益率,70%,沪深300指数收益率,30%,nan,,nan,,nan,
815,001117.OF,中欧精选A,混合型基金,灵活配置型基金,沪深300指数收益率*65%+中债综合指数收益率*35%,沪深300指数收益率,65%,中债综合指数收益率,35%,nan,,nan,,nan,
816,001118.OF,华宝事件驱动,混合型基金,偏股混合型基金,沪深300指数收益率*80%+上证国债指数收益率*20%,沪深300指数收益率,80%,上证国债指数收益率,20%,nan,,nan,,nan,
817,001120.OF,东方睿鑫热点挖掘A,混合型基金,灵活配置型基金,沪深300指数收益率*70%+中证全债指数收益率*30%,沪深300指数收益率,70%,中证全债指数收益率,30%,nan,,nan,,nan,
818,001121.OF,东方睿鑫热点挖掘C,混合型基金,灵活配置型基金,沪深300指数收益率*70%+中证全债指数收益率*30%,沪深300指数收益率,70%,中证全债指数收益率,30%,nan,,nan,,nan,
819,001122.OF,鹏华弘利A,混合型基金,灵活配置型基金,一年期银行定期存款利率(税后)+3%,一年期银行定期存款利率(税后),,3%,,nan,,nan,,nan,
820,001123.OF,鹏华弘利C,混合型基金,灵活配置型基金,一年期银行定期存款利率(税后)+3%,一年期银行定期存款利率(税后),,3%,,nan,,nan,,nan,
821,001124.OF,融通增强收益C,债券型基金,混合债券型二级基金,中债综合全价指数,中债综合全价指数,,nan,,nan,,nan,,nan,
822,001125.OF,博时互联网主题,混合型基金,灵活配置型基金,沪深300指数收益率*60%+上证国债指数收益率*40%,沪深300指数收益率,60%,上证国债指数收益率,40%,nan,,nan,,nan,
823,001126.OF,上投摩根卓越制造,股票型基金,普通股票型基金,申万制造业指数收益率*85%+上证国债指数收益率*15%,申万制造业指数收益率,85%,上证国债指数收益率,15%,nan,,nan,,nan,
824,001127.OF,中银宏观策略,混合型基金,灵活配置型基金,沪深300指数收益率*60%+中债综合指数收益率*40%,沪深300指数收益率,60%,中债综合指数收益率,40%,nan,,nan,,nan,
825,001128.OF,宝盈新兴产业,混合型基金,灵活配置型基金,中证新兴产业指数收益率*65%+中证综合债券指数收益率*35%,中证新兴产业指数收益率,65%,中证综合债券指数收益率,35%,nan,,nan,,nan,
826,001133.OF,广发中证全指可选消费ETF联接A,股票型基金,被动指数型基金,中证全指可选消费指数收益率*95%+银行活期存款利率(税后)*5%,中证全指可选消费指数收益率,95%,银行活期存款利率(税后),5%,nan,,nan,,nan,
